Israel, Total Population, Life expectancy at birth (period, 1x1)     Last modified: 08-Jul-2013, MPv5 (May07)

Year     Female    Male   Total
1983      76.53   73.10   74.82
1984      76.91   73.30   75.11
1985      77.17   73.70   75.45
1986      77.08   73.44   75.27
1987      77.58   73.72   75.66
1988      77.91   74.10   76.02
1989      78.40   74.79   76.61
1990      78.80   75.32   77.09
1991      78.69   75.15   76.95
1992      78.68   74.91   76.82
1993      79.27   75.50   77.42
1994      79.56   75.71   77.68
1995      79.60   75.63   77.66
1996      80.21   76.24   78.29
1997      80.24   76.06   78.21
1998      80.55   76.15   78.41
1999      80.65   76.64   78.71
2000      81.00   76.69   78.92
2001      81.46   77.10   79.35
2002      81.37   77.18   79.34
2003      81.72   77.54   79.70
2004      82.19   78.01   80.17
2005      82.14   78.21   80.25
2006      82.46   78.62   80.61
2007      82.55   78.72   80.70
2008      82.92   79.04   81.04
2009      83.32   79.63   81.55
