West Germany, Life expectancy at birth (period, 1x1)     Last modified: 10-Jul-2013, MPv5 (May07)

Year     Female    Male   Total
1956      70.89   65.93   68.49
1957      71.06   65.82   68.53
1958      71.80   66.68   69.33
1959      72.03   66.78   69.51
1960      71.89   66.52   69.30
1961      72.45   66.97   69.82
1962      72.79   67.12   70.06
1963      72.75   67.06   70.01
1964      73.54   67.60   70.69
1965      73.41   67.59   70.63
1966      73.52   67.55   70.67
1967      73.81   67.74   70.91
1968      73.44   67.40   70.56
1969      73.37   67.15   70.39
1970      73.65   67.34   70.63
1971      73.85   67.47   70.80
1972      74.17   67.63   71.04
1973      74.39   67.86   71.27
1974      74.66   68.25   71.62
1975      74.66   68.07   71.53
1976      75.14   68.57   72.03
1977      75.85   69.21   72.72
1978      75.90   69.18   72.73
1979      76.33   69.66   73.19
1980      76.62   69.87   73.44
1981      76.80   70.14   73.67
1982      77.11   70.47   74.00
1983      77.37   70.73   74.26
1984      77.93   71.29   74.84
1985      78.06   71.49   75.00
1986      78.28   71.77   75.25
1987      78.73   72.14   75.66
1988      78.94   72.41   75.88
1989      79.03   72.58   76.01
1990      79.01   72.63   76.01
1991      79.24   72.79   76.19
1992      79.63   73.19   76.59
1993      79.56   73.24   76.57
1994      79.85   73.55   76.86
1995      79.99   73.66   76.98
1996      80.11   73.92   77.16
1997      80.47   74.33   77.55
1998      80.72   74.70   77.86
1999      80.87   74.95   78.05
2000      81.11   75.24   78.31
2001      81.38   75.64   78.64
2002      81.40   75.82   78.73
2003      81.45   75.90   78.77
2004      81.99   76.55   79.37
2005      82.06   76.75   79.50
2006      82.35   77.18   79.85
2007      82.51   77.34   80.00
2008      82.49   77.54   80.08
2009      82.58   77.69   80.19
2010      82.73   77.90   80.36
2011      82.94   78.25   80.64
