country,birth_cohort,age,sex,death_count,population_count
rwe,1966,21,female,695,1861126.76
rwe,1967,21,female,704,1839094.79
rwe,1968,21,female,669,1795712.72
rwe,1969,21,female,661,1774942.51
rwe,1970,21,female,625,1746834.39
rwe,1971,21,female,583,1695436
rwe,1972,21,female,636,1674568
rwe,1973,21,female,542,1586226
rwe,1974,21,female,542,1490752.5
rwe,1975,21,female,502,1432620.5
rwe,1976,21,female,433,1378481.5
rwe,1977,21,female,454,1366331.55
rwe,1978,21,female,475,1379826.76
rwe,1979,21,female,452,1397624.7
rwe,1930,21,male,1311.29,864444.16
rwe,1931,21,male,1221.55,883468.62
rwe,1932,21,male,1122.86,848852.03
rwe,1933,21,male,1051.64,855545.54
rwe,1934,21,male,1101.62,833137.47
rwe,1935,21,male,2170.48,1415446.78
rwe,1936,21,male,2355.33,1425886.75
rwe,1937,21,male,2092.12,1417054.9
rwe,1938,21,male,2148.16,1427569.87
rwe,1939,21,male,2238.36,1478572.05
rwe,1940,21,male,2421.94,1546026.6
rwe,1941,21,male,2141.73,1503905.72
rwe,1942,21,male,2182.34,1460616.4
rwe,1943,21,male,2219.57,1402140.75
rwe,1944,21,male,2163.61,1478057.96
rwe,1945,21,male,2018.14,1480131.34
rwe,1946,21,male,2050.7,1325542.95
rwe,1947,21,male,2354.51,1573862.64
rwe,1948,21,male,2526.03,1673882.05
rwe,1949,21,male,2574.06,1671021.69
rwe,1950,21,male,2678.02,1669518.94
rwe,1951,21,male,2751.52,1673449.75
rwe,1952,21,male,2511.06,1636905.6
rwe,1953,21,male,2463.54,1664796.43
rwe,1954,21,male,2612.54,1648322.43
rwe,1955,21,male,2570.06,1664618.97
rwe,1956,21,male,2648.01,1667632.74
rwe,1957,21,male,2656.54,1703281.02
rwe,1958,21,male,2682.05,1735971.91
rwe,1959,21,male,2677.04,1757952.96
rwe,1960,21,male,2584,1820812.52
rwe,1961,21,male,2579.02,1846989.96
rwe,1962,21,male,2619.02,1888287.72
rwe,1963,21,male,2476.02,1896797.67
rwe,1964,21,male,2281,1949752.34
rwe,1965,21,male,2218,1966897.83
rwe,1966,21,male,2180,1933606.38
rwe,1967,21,male,2114,1898459.7
rwe,1968,21,male,2146,1856519.7
rwe,1969,21,male,2176,1833008.32
rwe,1970,21,male,2079,1803879.3
rwe,1971,21,male,2062,1750606.5
rwe,1972,21,male,1946,1730159
rwe,1973,21,male,1826,1640477
rwe,1974,21,male,1638,1534629
rwe,1975,21,male,1488,1473991
rwe,1976,21,male,1454,1419048
rwe,1977,21,male,1401,1405524.87
rwe,1978,21,male,1398,1418629.42
rwe,1979,21,male,1389,1433095.55
rwe,1930,22,female,786.52,862482.28
rwe,1931,22,female,720.8,884684.49
rwe,1932,22,female,570.13,862389.22
rwe,1933,22,female,558.58,849656.57
rwe,1934,22,female,829.41,1263079.09
rwe,1935,22,female,945.36,1364443.49
rwe,1936,22,female,885.57,1369057.84
rwe,1937,22,female,915.86,1385601.55
rwe,1938,22,female,859.53,1387504.98
rwe,1939,22,female,855.26,1439441.85
rwe,1940,22,female,864.68,1484035.62
rwe,1941,22,female,788.07,1466558.25
rwe,1942,22,female,781.17,1404855.23
rwe,1943,22,female,796.18,1345655.29
rwe,1944,22,female,803.32,1420264.75
rwe,1945,22,female,728.61,1428627.28
rwe,1946,22,female,745.03,1281677.87
rwe,1947,22,female,925.52,1524401.88
rwe,1948,22,female,849.51,1630529.88
rwe,1949,22,female,914,1610445.3
rwe,1950,22,female,902.5,1620080.02
rwe,1951,22,female,826.51,1632193.07
rwe,1952,22,female,792.01,1604043.16
rwe,1953,22,female,812.01,1624806.04
rwe,1954,22,female,825.52,1609022.79
rwe,1955,22,female,840.01,1625499.63
rwe,1956,22,female,841.04,1624452.74
rwe,1957,22,female,849.52,1649880.89
rwe,1958,22,female,835.02,1678267.19
rwe,1959,22,female,764,1700174.99
rwe,1960,22,female,781,1757225.97
rwe,1961,22,female,817,1784799.72
rwe,1962,22,female,790,1829157.45
rwe,1963,22,female,759,1835189.05
rwe,1964,22,female,710,1885076.05
rwe,1965,22,female,722,1900307.26
rwe,1966,22,female,709,1860436.02
rwe,1967,22,female,713,1846847.69
rwe,1968,22,female,686,1806616.99
rwe,1969,22,female,687,1784976.81
rwe,1970,22,female,661,1759333.5
rwe,1971,22,female,629,1709172
rwe,1972,22,female,566,1684942
rwe,1973,22,female,548,1594977
rwe,1974,22,female,507,1500881.5
rwe,1975,22,female,472,1442946.5
rwe,1976,22,female,485,1387857.07
rwe,1977,22,female,468,1377088.59
rwe,1978,22,female,442,1394273.82
rwe,1979,22,female,409,1413227.6
rwe,1930,22,male,1304.2,862339.72
rwe,1931,22,male,1278.72,883977.08
rwe,1932,22,male,1194.09,851920
rwe,1933,22,male,1188.07,857060.91
rwe,1934,22,male,2022.9,1298405.03
rwe,1935,22,male,2230.38,1408665
rwe,1936,22,male,2060.78,1404673.23
rwe,1937,22,male,2152.39,1421101.91
rwe,1938,22,male,2186.82,1432243.96
rwe,1939,22,male,2303.93,1483600.45
rwe,1940,22,male,2324.23,1531760.53
rwe,1941,22,male,2208.46,1522890.81
rwe,1942,22,male,2208.9,1464844.37
rwe,1943,22,male,2015.41,1403369.8
rwe,1944,22,male,2125.78,1482733
rwe,1945,22,male,2021.28,1483919.7
rwe,1946,22,male,1943.01,1323673.21
rwe,1947,22,male,2368.51,1586206.88
rwe,1948,22,male,2478.06,1696789.18
rwe,1949,22,male,2462.55,1670305.1
rwe,1950,22,male,2726.51,1689319.64
rwe,1951,22,male,2687.53,1690942.4
rwe,1952,22,male,2361.02,1658826.51
rwe,1953,22,male,2359.04,1671201.12
rwe,1954,22,male,2427.56,1648369.95
rwe,1955,22,male,2519.53,1667784.35
rwe,1956,22,male,2453.55,1671551.93
rwe,1957,22,male,2477.04,1707364.69
rwe,1958,22,male,2443.04,1744094.87
rwe,1959,22,male,2359,1769004.36
rwe,1960,22,male,2423.02,1820570.64
rwe,1961,22,male,2434.02,1839919.25
rwe,1962,22,male,2349.02,1882999.64
rwe,1963,22,male,2344,1893281.29
rwe,1964,22,male,2312,1947936.87
rwe,1965,22,male,2175,1967539.84
rwe,1966,22,male,2233,1923196.44
rwe,1967,22,male,2141,1902310.12
rwe,1968,22,male,2193,1866829.97
rwe,1969,22,male,2160,1840515.82
rwe,1970,22,male,2057,1814093.5
rwe,1971,22,male,1943,1768677.5
rwe,1972,22,male,1871,1736333
rwe,1973,22,male,1729,1641162.5
rwe,1974,22,male,1591,1538794
rwe,1975,22,male,1463,1478599
rwe,1976,22,male,1380,1421708.79
rwe,1977,22,male,1369,1409590.97
rwe,1978,22,male,1353,1423486.9
rwe,1979,22,male,1350,1437822.4
rwe,1930,23,female,733.74,860822.57
rwe,1931,23,female,689.62,883515.71
rwe,1932,23,female,578.28,862427.43
rwe,1933,23,female,919.85,1304853.18
rwe,1934,23,female,925.22,1259743.34
rwe,1935,23,female,921.51,1353523.41
rwe,1936,23,female,939.9,1370039.49
rwe,1937,23,female,898.49,1388412.72
rwe,1938,23,female,886.95,1387298.9
rwe,1939,23,female,881.71,1426764.34
rwe,1940,23,female,836.14,1495636.39
rwe,1941,23,female,829.81,1472586.06
rwe,1942,23,female,783.81,1406474.73
rwe,1943,23,female,768.55,1349865.26
rwe,1944,23,female,875.17,1424183.66
rwe,1945,23,female,745.5,1427900.72
rwe,1946,23,female,723.01,1287311.63
rwe,1947,23,female,867.53,1534600.26
rwe,1948,23,female,880,1628094.14
rwe,1949,23,female,907.02,1622886.04
rwe,1950,23,female,947.52,1631423.82
rwe,1951,23,female,835.01,1644103.09
rwe,1952,23,female,865.01,1607438.32
rwe,1953,23,female,785.5,1620423.34
rwe,1954,23,female,834.5,1609738.42
rwe,1955,23,female,821.01,1627770
rwe,1956,23,female,777.51,1626285.84
rwe,1957,23,female,818,1653877.51
rwe,1958,23,female,805.02,1683241.32
rwe,1959,23,female,773,1702303.45
rwe,1960,23,female,800,1755927.65
rwe,1961,23,female,770,1784476.49
rwe,1962,23,female,734,1830245.54
rwe,1963,23,female,756,1838716.29
rwe,1964,23,female,729,1889419.6
rwe,1965,23,female,759,1898543.09
rwe,1966,23,female,758,1868877.28
rwe,1967,23,female,714,1858384.75
rwe,1968,23,female,698,1816409.26
rwe,1969,23,female,660,1797191.5
rwe,1970,23,female,577,1773573.5
rwe,1971,23,female,599,1719285.5
rwe,1972,23,female,591,1692472.5
rwe,1973,23,female,516,1604849.5
rwe,1974,23,female,449,1509891.5
rwe,1975,23,female,440,1451354.7
rwe,1976,23,female,451,1397970.56
rwe,1977,23,female,460,1392111
rwe,1978,23,female,438,1410688.49
rwe,1979,23,female,401,1434642.17
rwe,1930,23,male,1327.76,861491.57
rwe,1931,23,male,1240.16,884751.73
rwe,1932,23,male,1239.79,855084.55
rwe,1933,23,male,2126.59,1324973.4
rwe,1934,23,male,2228.73,1293846.02
rwe,1935,23,male,2095.5,1388602.29
rwe,1936,23,male,2163.06,1409533.53
rwe,1937,23,male,2070.71,1426669.79
rwe,1938,23,male,2186.54,1437934.55
rwe,1939,23,male,2321.85,1472451.48
rwe,1940,23,male,2278.59,1555238.23
rwe,1941,23,male,2267.37,1536476.99
rwe,1942,23,male,2004.37,1475753.29
rwe,1943,23,male,2050.17,1416542.43
rwe,1944,23,male,2057.21,1491230.47
rwe,1945,23,male,1921.01,1482083.74
rwe,1946,23,male,1878.02,1336591.09
rwe,1947,23,male,2260.53,1612591.5
rwe,1948,23,male,2404.53,1695562.67
rwe,1949,23,male,2460.01,1691709.12
rwe,1950,23,male,2394.53,1705225.59
rwe,1951,23,male,2257.53,1713534.16
rwe,1952,23,male,2196.04,1658678.01
rwe,1953,23,male,2271.57,1667377.03
rwe,1954,23,male,2316.03,1649657.27
rwe,1955,23,male,2314.06,1669962.8
rwe,1956,23,male,2291.53,1675003.06
rwe,1957,23,male,2309.03,1714865
rwe,1958,23,male,2282,1751633.9
rwe,1959,23,male,2317.02,1766255.25
rwe,1960,23,male,2269.02,1812232.32
rwe,1961,23,male,2225.02,1836435.38
rwe,1962,23,male,2182,1881336.71
rwe,1963,23,male,2186,1893300.94
rwe,1964,23,male,2221,1951040.8
rwe,1965,23,male,2216,1957136.2
rwe,1966,23,male,2135,1928690.79
rwe,1967,23,male,2237,1914416.48
rwe,1968,23,male,2237,1876042.97
rwe,1969,23,male,2084,1851879
rwe,1970,23,male,1942,1832679
rwe,1971,23,male,1904,1775906
rwe,1972,23,male,1833,1736874.5
rwe,1973,23,male,1675,1646180
rwe,1974,23,male,1575,1543329.5
rwe,1975,23,male,1424,1481154.66
rwe,1976,23,male,1372,1428872.08
rwe,1977,23,male,1272,1418150.44
rwe,1978,23,male,1263,1433774.04
rwe,1979,23,male,1277,1454653.44
rwe,1930,24,female,727.31,859603.6
rwe,1931,24,female,681.44,883338.79
rwe,1932,24,female,963.48,1329511.46
rwe,1933,24,female,976.63,1301596.75
rwe,1934,24,female,892.38,1251391.45
rwe,1935,24,female,930.49,1355238.44
rwe,1936,24,female,932.15,1372842.01
rwe,1937,24,female,868.66,1387358.18
rwe,1938,24,female,859.26,1379277.39
rwe,1939,24,female,878.51,1436740.66
rwe,1940,24,female,863.6,1499726.26
rwe,1941,24,female,824.08,1474087.97
rwe,1942,24,female,841.37,1410474.48
rwe,1943,24,female,835.96,1353766.79
rwe,1944,24,female,788.5,1422945.39
rwe,1945,24,female,780.5,1432454.85
rwe,1946,24,female,716.5,1295871.91
rwe,1947,24,female,891.02,1528927.7
rwe,1948,24,female,842.03,1637303.9
rwe,1949,24,female,882.01,1632308.81
rwe,1950,24,female,844.01,1640519.94
rwe,1951,24,female,834.51,1647007.62
rwe,1952,24,female,852.01,1603933.27
rwe,1953,24,female,840.54,1620007.04
rwe,1954,24,female,872.01,1611257.34
rwe,1955,24,female,819.03,1628800.28
rwe,1956,24,female,814,1628676.8
rwe,1957,24,female,778,1657910.79
rwe,1958,24,female,825,1683805.57
rwe,1959,24,female,786,1700765.12
rwe,1960,24,female,751,1755330.94
rwe,1961,24,female,763,1785959.41
rwe,1962,24,female,774,1832995.61
rwe,1963,24,female,773,1842937.52
rwe,1964,24,female,777,1887351.58
rwe,1965,24,female,778,1906574.29
rwe,1966,24,female,760,1880210.72
rwe,1967,24,female,731,1867416.64
rwe,1968,24,female,726,1827702
rwe,1969,24,female,679,1810069.5
rwe,1970,24,female,651,1782012.5
rwe,1971,24,female,642,1724727.5
rwe,1972,24,female,577,1699251
rwe,1973,24,female,573,1612910.5
rwe,1974,24,female,478,1516101.22
rwe,1975,24,female,461,1462095.99
rwe,1976,24,female,463,1412976.68
rwe,1977,24,female,404,1409638.08
rwe,1978,24,female,460,1432769.71
rwe,1979,24,female,389.01,1454300.4
rwe,1930,24,male,1199.36,861070.55
rwe,1931,24,male,1338.77,886305.35
rwe,1932,24,male,2076.53,1333555.19
rwe,1933,24,male,2150.37,1321641.07
rwe,1934,24,male,1980.28,1280812.11
rwe,1935,24,male,2148.65,1393913.84
rwe,1936,24,male,2085.98,1416105.31
rwe,1937,24,male,2136.72,1438842.48
rwe,1938,24,male,2062.06,1435485.25
rwe,1939,24,male,2221.22,1503516.41
rwe,1940,24,male,2379.96,1571398.31
rwe,1941,24,male,2061.97,1554357.49
rwe,1942,24,male,2020.3,1490837.82
rwe,1943,24,male,1975.46,1425786.41
rwe,1944,24,male,2011.02,1488649.01
rwe,1945,24,male,1921.52,1495821.2
rwe,1946,24,male,1883.53,1362925.31
rwe,1947,24,male,2274.54,1608097.98
rwe,1948,24,male,2205.51,1716689.28
rwe,1949,24,male,2276.54,1707659.28
rwe,1950,24,male,2201.03,1724579.01
rwe,1951,24,male,2113.54,1710208.55
rwe,1952,24,male,2199.57,1656476.68
rwe,1953,24,male,2144.51,1666713.72
rwe,1954,24,male,2156.54,1651048.74
rwe,1955,24,male,2207.03,1672941.48
rwe,1956,24,male,2205.02,1681701.22
rwe,1957,24,male,2222,1723326.11
rwe,1958,24,male,2154.02,1747847.8
rwe,1959,24,male,2150.02,1758173.11
rwe,1960,24,male,2208.02,1808286.67
rwe,1961,24,male,2146,1836368.74
rwe,1962,24,male,2020,1882304.83
rwe,1963,24,male,2087,1897621.29
rwe,1964,24,male,2164,1941470.01
rwe,1965,24,male,2200,1963204.28
rwe,1966,24,male,2139,1942971.68
rwe,1967,24,male,2247,1924884.48
rwe,1968,24,male,2073,1887926
rwe,1969,24,male,2043,1871060.5
rwe,1970,24,male,1998,1839504
rwe,1971,24,male,1883,1775373.5
rwe,1972,24,male,1776,1740967
rwe,1973,24,male,1620,1649958.5
rwe,1974,24,male,1464,1544958.9
rwe,1975,24,male,1451,1486633.48
rwe,1976,24,male,1350,1437480.49
rwe,1977,24,male,1253,1429118.81
rwe,1978,24,male,1196,1450961.05
rwe,1979,24,male,1161.04,1469549.15
rwe,1930,25,female,722.6,857449.22
rwe,1931,25,female,1049.77,1389410.81
rwe,1932,25,female,1114.61,1321665.73
rwe,1933,25,female,906.56,1290571.95
rwe,1934,25,female,909.64,1248637.1
rwe,1935,25,female,908.41,1353194.45
rwe,1936,25,female,849.91,1369718.72
rwe,1937,25,female,921.82,1383824.96
rwe,1938,25,female,902.3,1388401.53
rwe,1939,25,female,935.95,1440603.24
rwe,1940,25,female,920.45,1499657.82
rwe,1941,25,female,868.27,1479459.6
rwe,1942,25,female,812.91,1414188.48
rwe,1943,25,female,785.01,1350692.44
rwe,1944,25,female,828.02,1425062.37
rwe,1945,25,female,802.02,1438172.36
rwe,1946,25,female,757.52,1290409.54
rwe,1947,25,female,907.51,1536342.59
rwe,1948,25,female,876.51,1644388.16
rwe,1949,25,female,826.52,1638750.95
rwe,1950,25,female,914.02,1640485.09
rwe,1951,25,female,869.54,1639016.71
rwe,1952,25,female,911.53,1602137.82
rwe,1953,25,female,864.02,1620343.31
rwe,1954,25,female,818.02,1611183.82
rwe,1955,25,female,834.04,1630083.96
rwe,1956,25,female,781.01,1632522.8
rwe,1957,25,female,856,1658604.85
rwe,1958,25,female,836,1682735.01
rwe,1959,25,female,776,1701178.84
rwe,1960,25,female,764,1757095.32
rwe,1961,25,female,758,1789525.32
rwe,1962,25,female,765,1837421
rwe,1963,25,female,766,1844116.95
rwe,1964,25,female,739,1895361.15
rwe,1965,25,female,796,1918003.08
rwe,1966,25,female,726,1890042.63
rwe,1967,25,female,750,1879798
rwe,1968,25,female,722,1841306
rwe,1969,25,female,676,1819932.5
rwe,1970,25,female,646,1788527.5
rwe,1971,25,female,621,1732144
rwe,1972,25,female,538,1706870.5
rwe,1973,25,female,565,1618993.61
rwe,1974,25,female,499,1524509.45
rwe,1975,25,female,466,1475759.22
rwe,1976,25,female,442,1428062.55
rwe,1977,25,female,466,1426925.07
rwe,1978,25,female,414.02,1448731.42
rwe,1979,25,female,415,1470089.48
rwe,1930,25,male,1368.64,862051.25
rwe,1931,25,male,2135.66,1402240.25
rwe,1932,25,male,2167.19,1330550.15
rwe,1933,25,male,2066.42,1309893.4
rwe,1934,25,male,2012.17,1284828.79
rwe,1935,25,male,2074.72,1399877.38
rwe,1936,25,male,2118.48,1428256.15
rwe,1937,25,male,2071.93,1443476.87
rwe,1938,25,male,2081.32,1462149.59
rwe,1939,25,male,2291.2,1514605.79
rwe,1940,25,male,2256.25,1583412.1
rwe,1941,25,male,2173.25,1572542.99
rwe,1942,25,male,2020.75,1498937.48
rwe,1943,25,male,1846.01,1420760.74
rwe,1944,25,male,2041.51,1498687.2
rwe,1945,25,male,1806.03,1518322.01
rwe,1946,25,male,1963.53,1356880.28
rwe,1947,25,male,2219.02,1623876.7
rwe,1948,25,male,2283.54,1730288.52
rwe,1949,25,male,2095.53,1727407.48
rwe,1950,25,male,2063.04,1720965.32
rwe,1951,25,male,2152.54,1704425.84
rwe,1952,25,male,2070.02,1654760.67
rwe,1953,25,male,2155.06,1667282.75
rwe,1954,25,male,2066.53,1653062.99
rwe,1955,25,male,2153.02,1677850.47
rwe,1956,25,male,2077,1689531.21
rwe,1957,25,male,2145.02,1720361.97
rwe,1958,25,male,2114.02,1739720.79
rwe,1959,25,male,2042.02,1754644.81
rwe,1960,25,male,2056,1809010.13
rwe,1961,25,male,2040,1840191.93
rwe,1962,25,male,2038,1887060.56
rwe,1963,25,male,2085,1890155.34
rwe,1964,25,male,2216,1949684.97
rwe,1965,25,male,2257,1978204.88
rwe,1966,25,male,2332,1953511.92
rwe,1967,25,male,2127,1937826.5
rwe,1968,25,male,2085,1906588.5
rwe,1969,25,male,2071,1878430.5
rwe,1970,25,male,1841,1840951
rwe,1971,25,male,1810,1780881
rwe,1972,25,male,1702,1745080.5
rwe,1973,25,male,1525,1651535.28
rwe,1974,25,male,1434,1550027.21
rwe,1975,25,male,1378,1496668.27
rwe,1976,25,male,1276,1450042.53
rwe,1977,25,male,1259,1447401.46
rwe,1978,25,male,1204.04,1465360.42
rwe,1979,25,male,1163.04,1481886.18
rwe,1930,26,female,1205.11,1357881.86
rwe,1931,26,female,1111.26,1384353.26
rwe,1932,26,female,1001.04,1313451.85
rwe,1933,26,female,963.94,1291678.16
rwe,1934,26,female,985.05,1251325.2
rwe,1935,26,female,1006.7,1354887.77
rwe,1936,26,female,922.33,1371476.8
rwe,1937,26,female,912.83,1394132.25
rwe,1938,26,female,879.72,1392741.72
rwe,1939,26,female,932.24,1439933.81
rwe,1940,26,female,987.77,1502768.1
rwe,1941,26,female,889.49,1481646.27
rwe,1942,26,female,826.5,1410653.4
rwe,1943,26,female,861,1350727.91
rwe,1944,26,female,890.01,1429874.42
rwe,1945,26,female,788.52,1431421.42
rwe,1946,26,female,769.5,1296770.97
rwe,1947,26,female,889.01,1541948.72
rwe,1948,26,female,905.02,1649266.86
rwe,1949,26,female,901.51,1637287.07
rwe,1950,26,female,884.02,1635485.75
rwe,1951,26,female,867.01,1637510.77
rwe,1952,26,female,830.02,1602121.47
rwe,1953,26,female,878.52,1620372.02
rwe,1954,26,female,830.02,1612834.63
rwe,1955,26,female,851,1633721.29
rwe,1956,26,female,828,1633620.09
rwe,1957,26,female,845,1657988.06
rwe,1958,26,female,815,1683297.9
rwe,1959,26,female,803,1703682.41
rwe,1960,26,female,757,1760874.23
rwe,1961,26,female,758,1794784.89
rwe,1962,26,female,796,1837295.76
rwe,1963,26,female,754,1852643.72
rwe,1964,26,female,822,1907273.8
rwe,1965,26,female,839,1927733.29
rwe,1966,26,female,804,1901718
rwe,1967,26,female,787,1892998
rwe,1968,26,female,727,1851361.5
rwe,1969,26,female,702,1826547
rwe,1970,26,female,678,1796227.5
rwe,1971,26,female,589,1739433
rwe,1972,26,female,587,1712256.59
rwe,1973,26,female,545,1626119.64
rwe,1974,26,female,499,1536888.07
rwe,1975,26,female,456,1487513.62
rwe,1976,26,female,440,1441935.5
rwe,1977,26,female,479.02,1441167.65
rwe,1978,26,female,452.02,1463185.62
rwe,1979,26,female,418,1487026.25
rwe,1930,26,male,2153.59,1365389.52
rwe,1931,26,male,2332.28,1397676
rwe,1932,26,male,1998.38,1320383.62
rwe,1933,26,male,1983.04,1315332.7
rwe,1934,26,male,1940.24,1291020.06
rwe,1935,26,male,2199.21,1412020.3
rwe,1936,26,male,2011.62,1436848.73
rwe,1937,26,male,2030.75,1466941.84
rwe,1938,26,male,2177.2,1468501.67
rwe,1939,26,male,2099.22,1520940.28
rwe,1940,26,male,2238.37,1594474.96
rwe,1941,26,male,2114.42,1577508.02
rwe,1942,26,male,1886.52,1490527.57
rwe,1943,26,male,1986.51,1428170.28
rwe,1944,26,male,2057.05,1518989.5
rwe,1945,26,male,1964.53,1503737.39
rwe,1946,26,male,1960.01,1368926.07
rwe,1947,26,male,2144.05,1631339.89
rwe,1948,26,male,2050.53,1743252.03
rwe,1949,26,male,2060.54,1721974.17
rwe,1950,26,male,2077.05,1715989.26
rwe,1951,26,male,2071.52,1701995.61
rwe,1952,26,male,2085.55,1654683.61
rwe,1953,26,male,2090.52,1668300.28
rwe,1954,26,male,2076.03,1656570.79
rwe,1955,26,male,2033,1683394.45
rwe,1956,26,male,2083.02,1686942.74
rwe,1957,26,male,2076.02,1714003.74
rwe,1958,26,male,2023.02,1737140.59
rwe,1959,26,male,2020,1755674.14
rwe,1960,26,male,2036,1812036.76
rwe,1961,26,male,2020,1847120.63
rwe,1962,26,male,2027,1878282.97
rwe,1963,26,male,2154,1899791.45
rwe,1964,26,male,2322,1964693.92
rwe,1965,26,male,2429,1989013.27
rwe,1966,26,male,2254,1968194.5
rwe,1967,26,male,2102,1957576
rwe,1968,26,male,2073.01,1914993.5
rwe,1969,26,male,1886,1881611.5
rwe,1970,26,male,1818,1846855
rwe,1971,26,male,1756,1785424.5
rwe,1972,26,male,1610,1745849.38
rwe,1973,26,male,1565,1655593.38
rwe,1974,26,male,1392,1557620.45
rwe,1975,26,male,1254,1506071.14
rwe,1976,26,male,1209,1465812.45
rwe,1977,26,male,1248.05,1461470.74
rwe,1978,26,male,1165.04,1477153.86
rwe,1979,26,male,1145.02,1495297.97
rwe,1930,27,female,1202.11,1353560.62
rwe,1931,27,female,1094.21,1377125.6
rwe,1932,27,female,1055.92,1314283.7
rwe,1933,27,female,986.99,1294219.59
rwe,1934,27,female,899.49,1251598.65
rwe,1935,27,female,1009.76,1355985.79
rwe,1936,27,female,993.18,1381235.45
rwe,1937,27,female,887.41,1398717.91
rwe,1938,27,female,943.41,1393842.9
rwe,1939,27,female,989.89,1443349.48
rwe,1940,27,female,1033.7,1504499.57
rwe,1941,27,female,884.01,1477236.92
rwe,1942,27,female,922.52,1409334.92
rwe,1943,27,female,868.51,1354989.25
rwe,1944,27,female,925.02,1421694.38
rwe,1945,27,female,836,1435582.62
rwe,1946,27,female,809.52,1301356.36
rwe,1947,27,female,877.02,1545158.45
rwe,1948,27,female,883.52,1647100.51
rwe,1949,27,female,918.52,1629531.16
rwe,1950,27,female,927,1634271.82
rwe,1951,27,female,922.03,1638268.91
rwe,1952,27,female,849.54,1602614.59
rwe,1953,27,female,887.04,1622317.67
rwe,1954,27,female,824.03,1615229.89
rwe,1955,27,female,826,1633784.77
rwe,1956,27,female,842,1631731.03
rwe,1957,27,female,820,1658203.95
rwe,1958,27,female,788,1684709.25
rwe,1959,27,female,825,1707170.07
rwe,1960,27,female,793,1765203.21
rwe,1961,27,female,799,1794718.28
rwe,1962,27,female,741,1844442.43
rwe,1963,27,female,859,1864081.85
rwe,1964,27,female,848,1916196.4
rwe,1965,27,female,764,1939754.5
rwe,1966,27,female,857,1913736
rwe,1967,27,female,793,1903048
rwe,1968,27,female,817,1858534
rwe,1969,27,female,748,1833946.5
rwe,1970,27,female,638,1802337
rwe,1971,27,female,626,1744157.97
rwe,1972,27,female,627,1718855.87
rwe,1973,27,female,576,1639231.56
rwe,1974,27,female,533,1551504.75
rwe,1975,27,female,507,1504361.05
rwe,1976,27,female,442.02,1456210.62
rwe,1977,27,female,455.02,1455298.55
rwe,1978,27,female,433,1478021.12
rwe,1979,27,female,420,1502388.03
rwe,1930,27,male,2253.5,1360438.13
rwe,1931,27,male,2139.48,1386557.71
rwe,1932,27,male,1991.27,1327254.05
rwe,1933,27,male,1990.66,1322188.92
rwe,1934,27,male,1998.88,1301102.15
rwe,1935,27,male,2037.68,1418965.71
rwe,1936,27,male,2039.46,1456890.63
rwe,1937,27,male,2103.46,1471317.45
rwe,1938,27,male,2045.48,1473123.31
rwe,1939,27,male,2246.71,1530334.55
rwe,1940,27,male,2197.64,1596874.61
rwe,1941,27,male,1966.53,1565909.95
rwe,1942,27,male,1999.52,1495300.1
rwe,1943,27,male,2008.55,1447814.5
rwe,1944,27,male,2037.03,1503836.61
rwe,1945,27,male,1945.01,1513810.23
rwe,1946,27,male,1841.55,1375485.64
rwe,1947,27,male,2027.03,1639998.39
rwe,1948,27,male,2044.53,1737393.92
rwe,1949,27,male,2051.53,1713952.74
rwe,1950,27,male,2230.53,1712268.71
rwe,1951,27,male,2117.55,1700838.29
rwe,1952,27,male,2166.53,1654506.34
rwe,1953,27,male,2048.01,1671806.93
rwe,1954,27,male,2024,1661355.15
rwe,1955,27,male,2048.02,1681114.06
rwe,1956,27,male,2067.02,1681508.85
rwe,1957,27,male,2049.01,1710955.96
rwe,1958,27,male,1963,1737163.47
rwe,1959,27,male,2016,1757933.36
rwe,1960,27,male,2020,1816934.5
rwe,1961,27,male,2074,1839151.55
rwe,1962,27,male,2102,1886995.11
rwe,1963,27,male,2287,1914569.03
rwe,1964,27,male,2434,1976070.3
rwe,1965,27,male,2323,2003232
rwe,1966,27,male,2159,1987061
rwe,1967,27,male,2166,1966325
rwe,1968,27,male,2079,1917137.5
rwe,1969,27,male,1944,1886620
rwe,1970,27,male,1773,1850086.5
rwe,1971,27,male,1689,1786220.88
rwe,1972,27,male,1656,1749123.62
rwe,1973,27,male,1523,1663827.88
rwe,1974,27,male,1419,1567695.34
rwe,1975,27,male,1348,1522287.55
rwe,1976,27,male,1187.05,1478537.3
rwe,1977,27,male,1144.04,1471625.46
rwe,1978,27,male,1110.03,1488497.55
rwe,1979,27,male,1102.02,1509454.53
rwe,1930,28,female,1166.57,1347501.15
rwe,1931,28,female,1154.58,1378327.73
rwe,1932,28,female,1130.24,1316507.37
rwe,1933,28,female,1019.31,1293713.62
rwe,1934,28,female,1010.14,1255450.71
rwe,1935,28,female,1063.86,1365348.87
rwe,1936,28,female,1007.51,1385360.47
rwe,1937,28,female,996.5,1397758.16
rwe,1938,28,female,1004.12,1397772.01
rwe,1939,28,female,961.01,1445323.05
rwe,1940,28,female,978.02,1500427.25
rwe,1941,28,female,985.51,1476699.38
rwe,1942,28,female,877,1411509.5
rwe,1943,28,female,841,1349779.13
rwe,1944,28,female,897.52,1425774.33
rwe,1945,28,female,865.51,1439659.52
rwe,1946,28,female,780.5,1304385.87
